origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct
abu dhabi,6.2,74.3,161,88.6,2.6,44.06,37.5,25.2
ras al khaimah,5.9,72.3,17,59.3,1.8,24.14,19.0,10.3
abu dhabi,15.7,1.3,99,148.2,4.9,67.25,4.9,2.2
al ain,84.8,89.2,96,92.4,2.6,40.19,45.3,22.9
abu dhabi,82.8,13.2,40,53.7,1.2,23.1,42.0,28.5
abu dhabi,78.3,96.1,23,78.7,2.5,39.37,54.5,20.3
ras al khaimah,61.5,7.1,182,118.2,3.5,50.8,47.5,31.5
ras al khaimah,72.3,23.8,180,121.9,3.7,47.13,44.4,28.1
dubai,73.8,69.0,19,97.4,2.4,41.18,31.4,14.0
ajman,88.9,13.7,56,5.3,0.1,2.68,56.3,36.7
sharjah,73.2,18.5,79,130.9,4.2,59.09,41.3,24.8
ajman,73.6,1.1,40,136.9,2.8,49.6,6.7,4.6
ajman,80.4,82.6,14,131.4,3.4,62.04,46.7,23.5
al ain,55.6,3.8,102,102.3,2.8,40.05,13.5,7.9
al ain,21.3,63.3,88,8.9,0.2,3.38,48.5,21.4
ajman,8.5,58.2,161,142.9,4.1,59.27,59.4,26.9
ras al khaimah,41.9,51.1,60,14.8,0.3,7.38,7.8,2.9
al ain,9.2,37.5,102,26.7,0.6,9.85,4.8,2.5
abu dhabi,16.9,30.0,63,96.0,3.4,38.14,46.8,14.1
ras al khaimah,2.4,95.7,8,72.0,2.0,28.55,47.9,32.0
ras al khaimah,30.0,78.5,145,114.4,3.9,58.13,40.4,17.5
dubai,97.0,92.3,148,96.8,2.7,39.21,27.9,15.3
al ain,37.9,73.4,133,5.6,0.2,2.6,51.5,35.5
ras al khaimah,24.1,82.9,7,98.2,2.0,37.58,39.8,18.6
sharjah,40.3,96.4,139,129.4,3.2,65.01,51.9,17.1
sharjah,30.1,45.4,121,128.6,3.1,52.33,20.1,9.0
sharjah,67.4,90.7,88,27.8,0.6,12.32,20.5,14.2
al ain,63.4,4.3,123,55.4,1.9,23.25,36.6,25.0
al ain,2.7,10.8,23,22.3,0.6,10.67,41.3,23.7
ras al khaimah,51.1,49.0,42,114.0,3.3,46.34,8.0,4.6
ajman,3.6,45.4,26,96.0,2.7,34.57,9.5,4.7
dubai,67.7,43.8,89,75.2,1.8,34.19,50.0,25.1
al ain,93.6,53.7,179,48.5,1.6,25.97,34.5,18.0
dubai,90.7,53.8,2,119.1,3.6,60.69,13.7,6.3
abu dhabi,20.6,87.1,89,119.8,2.6,64.54,20.0,12.5
dubai,74.3,34.6,57,76.2,2.1,33.53,49.1,32.6
al ain,79.3,31.6,187,23.0,0.5,10.63,12.7,8.2
sharjah,86.4,70.2,124,72.5,2.2,36.51,36.3,15.0
abu dhabi,26.0,64.8,45,134.9,3.8,56.75,30.5,11.6
dubai,45.1,83.0,57,89.7,3.0,34.11,57.3,39.6
sharjah,22.2,30.9,116,114.3,3.9,44.62,45.7,16.6
ras al khaimah,2.4,0.6,10,47.7,1.0,25.44,43.0,19.3
al ain,65.9,94.4,14,54.8,1.2,27.52,45.2,14.5
ajman,43.1,4.4,135,22.0,0.7,9.06,56.8,21.8
ajman,24.8,68.0,160,54.7,1.5,27.38,15.4,7.3
al ain,84.7,32.2,148,29.6,0.8,14.41,2.1,0.7
al ain,49.6,42.4,35,83.2,2.4,36.98,17.4,9.2
abu dhabi,99.5,83.8,172,62.1,1.7,22.61,54.7,25.8
al ain,79.3,42.0,45,126.2,3.7,61.97,41.9,19.8
ajman,86.9,14.4,175,60.5,2.1,24.94,9.4,5.7
al ain,77.3,75.4,59,35.8,1.0,14.64,20.4,9.3
dubai,10.6,2.0,99,17.2,0.4,7.82,36.1,11.8
dubai,6.5,27.5,191,41.6,1.0,16.97,9.8,5.6
al ain,91.5,53.8,82,106.1,3.7,51.88,35.9,20.8
ras al khaimah,13.8,43.8,133,95.8,2.7,39.52,4.4,2.2
abu dhabi,39.1,62.0,117,94.9,2.7,47.94,43.6,13.2
al ain,61.0,38.1,15,129.4,2.7,56.77,18.0,12.2
dubai,21.2,39.1,158,41.7,1.4,18.89,25.6,10.8
ras al khaimah,22.5,34.9,72,73.3,2.0,26.85,0.8,0.3
abu dhabi,46.6,88.7,95,29.4,1.0,10.69,38.7,14.5
dubai,36.1,1.7,61,36.7,0.8,14.61,41.2,22.9
ras al khaimah,67.7,94.0,199,58.8,1.5,24.85,52.4,28.2
al ain,7.5,35.8,110,107.5,2.5,42.11,43.7,28.6
dubai,48.9,36.5,127,125.9,3.2,56.71,40.6,22.3
dubai,17.4,72.6,105,49.5,1.7,23.18,25.3,10.3
ajman,60.7,38.8,62,62.7,1.6,31.64,4.4,2.7
dubai,11.6,61.7,117,133.7,4.3,60.5,38.7,16.1
ras al khaimah,19.8,90.4,158,118.1,3.7,50.32,1.3,0.9
al ain,80.4,84.6,19,105.1,2.6,55.31,39.5,13.5
ras al khaimah,23.5,51.5,31,64.0,1.8,28.06,4.5,2.1
abu dhabi,73.7,71.7,33,54.5,1.8,22.38,3.6,2.5
abu dhabi,27.3,39.2,187,109.9,3.2,41.07,34.0,20.5
ras al khaimah,23.5,77.6,115,18.5,0.4,7.27,55.2,24.2
dubai,29.9,17.0,68,83.8,2.8,40.59,43.4,26.0
ajman,88.1,4.6,40,13.8,0.4,5.46,42.0,12.9
sharjah,39.7,54.1,137,95.4,3.3,40.61,47.7,14.6
ras al khaimah,24.4,21.5,105,87.4,2.6,31.9,27.6,12.8
abu dhabi,53.7,72.9,125,13.7,0.4,5.86,43.8,29.9
ras al khaimah,38.6,10.1,143,65.9,1.7,31.41,28.7,15.1
ras al khaimah,79.0,0.8,20,32.9,1.1,13.14,57.0,19.4
abu dhabi,99.0,67.6,136,120.7,4.2,43.54,42.7,22.7
sharjah,52.7,50.1,144,137.4,3.6,70.08,18.1,12.0
dubai,45.2,95.2,56,50.6,1.1,24.78,21.9,11.6
sharjah,34.3,24.7,63,9.3,0.2,5.01,38.4,15.9
abu dhabi,97.3,12.3,118,135.2,3.4,51.97,28.5,19.6
dubai,48.3,2.3,76,127.5,3.2,61.45,9.3,6.3
ajman,17.8,44.4,186,120.5,3.2,48.96,38.0,18.6
ajman,96.9,10.1,20,56.7,1.3,25.54,37.1,23.6
dubai,96.1,77.6,34,16.6,0.5,8.21,1.0,0.4
abu dhabi,43.6,7.2,162,146.4,5.0,57.14,22.9,8.9
dubai,34.8,92.1,136,76.5,1.8,33.95,44.0,21.1
ras al khaimah,68.0,54.1,172,56.7,1.7,23.16,10.8,7.1
sharjah,82.9,69.6,5,117.7,2.4,45.65,51.1,31.0
dubai,49.9,13.1,27,102.3,3.0,50.14,34.1,23.8
abu dhabi,33.1,9.0,167,11.1,0.4,4.51,24.4,15.0
al ain,30.1,35.4,162,144.0,3.5,65.56,59.2,36.4
abu dhabi,32.7,52.0,165,85.6,2.8,41.49,38.3,24.5
ras al khaimah,11.8,57.6,179,32.3,0.7,14.2,55.5,17.6
sharjah,77.9,33.0,46,7.3,0.2,2.8,59.9,35.1
abu dhabi,10.5,27.3,20,85.1,1.7,30.82,27.5,9.1
abu dhabi,39.8,98.1,59,91.1,2.3,39.06,21.7,10.8
dubai,83.5,27.3,199,19.4,0.5,10.44,52.1,25.6
ras al khaimah,40.4,13.8,103,84.0,2.6,44.95,0.6,0.4
sharjah,29.5,35.9,1,67.6,1.7,29.79,27.8,18.8
sharjah,94.8,30.4,148,68.5,2.2,29.79,38.6,14.2
dubai,12.7,42.2,168,146.4,3.6,69.73,48.6,32.7
ras al khaimah,88.5,62.4,25,47.9,1.1,24.42,41.1,24.0
abu dhabi,6.2,60.3,112,133.2,3.7,61.82,1.2,0.7
ajman,41.4,69.8,149,55.0,1.6,26.97,40.5,24.1
al ain,63.2,15.7,191,31.0,1.0,11.29,39.2,15.2
ras al khaimah,37.0,4.6,121,27.1,0.9,14.04,0.6,0.2
ajman,53.5,79.1,68,141.4,3.9,64.62,17.9,6.9
al ain,20.4,21.7,182,8.4,0.3,3.77,28.2,12.4
abu dhabi,56.9,31.6,72,36.8,0.9,14.68,38.0,17.9
al ain,13.5,45.6,127,54.4,1.9,20.91,40.8,14.2
ajman,79.6,71.6,168,100.2,2.6,42.71,32.6,19.6
sharjah,58.4,16.4,106,59.5,1.4,31.27,59.6,31.0
abu dhabi,48.2,90.2,142,8.0,0.2,3.69,41.2,23.3
ras al khaimah,5.5,32.2,168,80.0,2.3,34.73,9.9,3.3
al ain,50.0,98.3,120,133.2,3.6,51.29,43.7,21.9
ras al khaimah,56.4,28.5,84,133.6,2.8,49.58,12.9,8.4
dubai,26.6,72.6,129,148.8,3.8,69.81,10.1,6.5
sharjah,67.8,37.7,80,54.6,1.5,29.07,37.8,21.9
ras al khaimah,7.7,83.7,136,22.8,0.7,10.05,30.9,16.8
sharjah,20.9,46.2,17,15.1,0.5,6.08,56.8,38.0
ras al khaimah,73.8,87.1,10,130.7,4.5,55.92,35.0,12.0
ras al khaimah,14.7,75.4,95,113.5,3.1,51.28,31.3,9.9
dubai,24.6,58.6,24,96.0,2.7,47.58,8.2,4.8
ajman,65.1,25.0,146,77.0,2.3,34.01,51.7,22.8
abu dhabi,72.9,26.0,37,71.3,2.3,37.56,19.0,6.7
sharjah,5.1,99.1,100,76.6,2.4,36.41,25.0,16.9
sharjah,12.7,92.5,36,57.8,1.8,22.06,30.2,9.3
ras al khaimah,44.6,13.8,184,73.8,2.0,28.09,57.4,35.4
al ain,59.3,20.4,168,35.5,1.2,16.3,15.5,7.1
sharjah,45.4,10.7,1,22.1,0.7,11.15,41.1,18.6
ajman,64.7,20.1,79,35.6,0.8,16.23,42.3,19.7
ajman,75.6,29.0,188,145.8,4.2,73.59,1.5,0.7
ajman,95.0,83.8,98,148.6,3.7,55.65,23.5,8.1
ajman,35.0,9.5,168,114.0,2.6,47.79,2.4,1.4
ras al khaimah,16.3,88.2,18,126.4,3.8,46.6,8.7,4.4
al ain,26.4,97.2,86,20.0,0.6,8.48,4.7,2.2
ras al khaimah,14.8,28.2,174,22.8,0.8,10.54,15.2,7.8
dubai,39.4,45.6,39,18.4,0.6,9.69,41.6,20.5
sharjah,87.3,52.9,3,14.2,0.4,6.29,8.9,3.5
sharjah,34.7,20.6,147,113.4,2.6,48.49,23.7,8.6
ajman,14.9,73.2,17,13.2,0.3,6.37,34.4,21.3
ajman,52.3,58.0,60,142.6,4.9,69.77,12.3,7.2
ras al khaimah,99.2,11.2,162,99.8,2.6,39.0,15.5,5.8
sharjah,18.8,89.6,178,29.8,0.7,14.49,33.3,11.6
abu dhabi,77.8,30.2,26,123.5,3.6,56.46,42.0,21.8
sharjah,82.3,15.6,99,124.4,2.6,56.19,28.5,16.0
al ain,40.1,98.2,158,86.8,2.6,46.58,21.8,11.6
abu dhabi,62.0,10.3,78,18.2,0.6,9.08,51.0,20.9
dubai,43.2,6.0,70,63.1,1.9,31.97,50.0,29.6
al ain,26.2,23.8,109,84.5,2.2,42.91,16.3,6.3
abu dhabi,42.6,31.9,155,112.9,2.5,53.8,43.0,21.7
ajman,9.5,43.4,9,48.3,1.1,17.61,37.4,14.1
ras al khaimah,70.7,68.5,11,131.6,3.2,56.1,4.2,1.8
abu dhabi,82.9,36.6,22,41.4,1.1,20.62,3.8,1.9
sharjah,30.7,55.9,68,149.7,3.3,58.74,0.0,0.0
abu dhabi,56.6,0.6,56,21.7,0.6,11.55,8.8,3.0
dubai,23.2,38.5,96,125.8,3.2,45.45,7.1,3.1
dubai,12.7,94.5,60,24.2,0.7,11.14,6.1,3.1
abu dhabi,66.4,77.5,125,115.1,2.8,43.19,24.2,15.0
sharjah,13.4,74.1,65,130.0,3.5,64.59,43.3,17.5
ajman,78.2,30.5,167,50.4,1.5,23.74,27.5,16.9
dubai,27.2,48.8,62,19.7,0.4,8.53,33.1,22.7
al ain,81.9,84.5,49,150.0,4.1,56.74,20.2,11.3
ras al khaimah,36.9,88.0,172,145.8,4.3,64.34,39.5,23.5
dubai,36.9,71.1,132,114.7,3.4,48.51,19.9,12.4
al ain,75.1,45.7,10,61.0,2.1,24.02,18.6,12.0
dubai,51.0,7.3,31,24.5,0.8,9.63,56.7,19.2
ajman,20.1,11.9,10,65.6,2.0,33.62,26.3,11.2
sharjah,85.0,0.0,159,109.4,3.6,45.86,26.8,13.5
ajman,34.0,35.9,125,27.1,0.9,10.24,4.4,1.9
al ain,10.3,2.3,186,7.4,0.2,2.87,55.3,21.5
al ain,41.6,43.5,66,136.1,4.0,65.19,22.1,14.7
abu dhabi,57.4,59.8,10,106.5,3.5,45.43,40.8,24.8
ajman,61.0,59.6,92,105.6,2.6,39.09,40.3,15.7
al ain,83.6,55.5,16,142.3,4.9,52.63,53.2,21.1
ras al khaimah,54.1,22.6,29,80.5,1.8,29.84,52.7,29.1
al ain,22.4,51.9,157,51.1,1.2,25.18,9.2,4.5
sharjah,26.2,98.0,76,136.9,3.1,70.23,6.5,2.8
abu dhabi,10.1,44.5,176,147.9,4.7,75.74,53.4,33.9
ajman,73.6,87.4,103,8.0,0.2,3.67,16.4,11.0
ras al khaimah,10.6,38.1,129,52.9,1.6,22.78,50.2,22.3
al ain,60.6,62.3,166,57.5,1.6,23.98,24.4,13.6
ras al khaimah,59.7,48.2,92,21.1,0.5,10.43,20.9,9.1
ras al khaimah,78.6,68.9,64,37.1,1.2,18.75,10.7,7.3
ajman,7.5,89.7,154,8.5,0.2,4.5,58.4,27.0
abu dhabi,20.3,44.1,166,106.0,3.1,56.95,3.8,1.5
sharjah,91.0,75.7,60,20.5,0.7,9.98,31.4,14.4
sharjah,57.2,88.3,164,133.7,3.1,52.76,43.1,18.4
ras al khaimah,45.8,79.0,198,89.7,2.3,47.83,25.1,12.6
ajman,74.8,2.5,39,56.6,1.3,21.63,17.7,6.0
ras al khaimah,90.3,0.0,169,122.3,3.4,50.18,9.4,5.1
dubai,26.3,88.3,18,99.3,3.2,50.62,11.7,7.1
ras al khaimah,90.1,72.9,177,114.2,2.4,51.7,56.7,23.0
ajman,10.9,95.8,178,132.3,2.8,53.45,24.8,9.9
al ain,97.8,29.2,171,122.1,3.8,55.47,2.0,0.9
sharjah,16.5,78.8,70,118.0,3.6,58.84,23.5,11.9
sharjah,26.6,80.2,186,110.8,2.9,45.35,36.6,12.5
dubai,9.7,85.7,111,59.7,1.5,26.88,37.1,19.3
ras al khaimah,80.4,69.2,13,99.5,2.4,40.96,5.7,3.2
ras al khaimah,98.4,13.8,170,87.0,1.8,37.55,15.7,10.9
al ain,29.7,68.1,181,144.7,4.0,57.61,44.1,30.3
dubai,32.6,60.4,61,77.6,2.3,37.82,59.2,25.3
abu dhabi,27.9,33.4,50,37.2,1.2,15.5,30.7,17.4
al ain,15.5,20.9,114,71.4,2.0,32.22,5.2,3.1
dubai,78.7,88.5,72,65.1,1.5,32.86,52.5,33.2
ajman,6.1,14.2,128,72.9,1.8,28.1,26.2,8.8
sharjah,96.8,42.2,74,89.2,2.8,42.73,44.0,15.5
al ain,92.7,62.3,44,142.5,4.2,59.78,14.7,6.2
al ain,11.8,97.2,47,45.8,1.4,20.51,52.3,21.3
al ain,53.0,67.1,131,145.5,3.8,71.13,16.0,9.8
abu dhabi,99.3,30.5,88,118.0,2.5,62.1,41.6,26.0
ajman,85.3,6.1,4,31.5,1.1,16.22,24.0,11.7
ras al khaimah,71.5,31.8,101,45.7,1.2,23.86,22.0,10.8
al ain,2.2,29.3,157,136.9,2.9,50.51,11.4,5.8
dubai,6.8,81.9,30,121.2,3.5,52.82,50.4,15.8
al ain,79.4,37.7,49,25.8,0.8,13.01,26.5,12.2
sharjah,37.6,9.8,72,89.8,2.4,45.44,25.0,8.4
dubai,66.8,87.0,185,45.2,1.3,19.69,6.7,2.4
ajman,73.9,1.8,70,96.3,2.5,39.62,8.6,4.9
ras al khaimah,42.2,0.3,167,30.2,1.0,13.86,22.2,11.5
dubai,14.3,47.5,135,56.0,1.8,27.69,2.6,1.2
dubai,38.7,6.9,198,61.3,1.9,29.7,35.9,21.7
al ain,87.1,17.7,116,83.0,1.7,33.62,11.2,6.0
al ain,33.1,98.5,64,39.7,1.1,14.29,43.6,17.7
dubai,6.3,84.4,143,110.5,3.5,57.41,38.8,21.9
al ain,95.9,76.4,18,122.3,2.9,53.83,28.3,11.7
al ain,68.1,67.1,157,97.8,2.3,49.86,12.1,4.2
al ain,54.1,4.8,47,135.9,4.6,70.24,46.5,31.7
abu dhabi,82.9,83.6,133,119.6,3.9,63.27,59.5,37.7
ajman,41.1,47.1,116,11.4,0.4,4.83,42.7,22.2
al ain,98.5,9.8,49,17.3,0.5,8.28,43.6,14.8
al ain,85.8,30.1,96,100.7,2.2,47.06,11.8,5.5
ajman,28.1,50.2,100,109.7,2.2,42.73,24.2,12.8
abu dhabi,37.1,1.4,153,145.3,4.4,63.74,5.0,2.2
dubai,27.6,25.2,93,5.5,0.2,2.41,4.9,1.8
abu dhabi,65.9,33.6,12,39.4,1.0,15.54,26.8,13.5
dubai,63.9,46.4,15,125.6,3.3,53.69,15.0,9.8
abu dhabi,52.3,0.2,133,134.3,4.4,58.89,38.7,16.5
dubai,96.6,56.5,179,72.3,1.6,36.44,55.9,36.3
ras al khaimah,47.2,19.8,87,75.1,1.6,38.64,25.7,11.6
ajman,78.4,59.7,19,128.8,4.4,62.99,7.6,3.1
ajman,65.8,23.9,35,71.7,2.0,36.2,12.4,8.0
ras al khaimah,51.8,40.3,195,119.2,3.8,45.02,27.5,9.3
sharjah,4.2,62.4,140,142.6,4.9,65.63,27.8,16.8
sharjah,65.7,65.7,7,43.0,1.4,17.48,32.8,16.1
abu dhabi,64.3,3.1,52,44.8,1.2,19.5,54.1,17.9
sharjah,12.5,53.5,146,141.1,4.2,68.65,54.7,31.2
abu dhabi,79.6,81.7,126,66.5,2.0,35.27,38.4,17.2
ajman,46.7,20.6,58,7.3,0.2,3.1,9.3,5.6
al ain,32.4,53.2,139,77.9,1.7,36.14,10.0,5.1
ajman,82.4,44.8,181,94.4,2.9,35.8,18.0,11.2
abu dhabi,34.3,85.0,180,40.5,1.3,19.56,43.5,13.5
ras al khaimah,62.2,43.9,164,110.5,2.8,44.52,50.4,24.9
ras al khaimah,61.8,94.4,71,38.8,1.2,17.24,39.3,19.7
sharjah,5.3,65.2,5,22.3,0.5,9.34,50.7,32.6
abu dhabi,42.3,56.1,78,41.2,0.9,15.21,14.4,9.3
ras al khaimah,22.3,29.2,5,82.4,1.7,40.65,40.8,20.1
abu dhabi,20.0,59.7,114,129.1,3.6,60.87,16.4,6.7
al ain,65.5,13.1,121,81.8,1.7,41.49,39.3,18.7
abu dhabi,1.1,41.6,69,128.1,3.7,67.94,1.7,1.0
sharjah,96.9,28.4,30,14.3,0.4,6.21,36.6,12.1
ras al khaimah,39.5,67.0,105,59.0,1.2,29.27,53.4,36.9
dubai,29.9,76.4,3,68.1,1.6,28.31,15.7,8.7
abu dhabi,92.0,92.9,55,121.3,3.8,53.12,51.9,24.4
dubai,48.7,22.2,193,93.5,2.4,47.73,3.3,1.8
sharjah,61.4,88.5,182,118.8,3.7,61.98,39.3,25.8
ajman,69.6,84.6,126,54.1,1.7,23.14,25.2,11.6
abu dhabi,87.1,86.2,75,140.4,4.5,70.83,1.7,0.7
sharjah,13.0,74.0,3,123.0,3.7,61.24,38.5,21.8
ras al khaimah,8.2,26.8,130,137.7,4.3,54.19,9.6,3.1
al ain,99.4,87.8,98,43.1,1.2,20.37,29.8,13.4
dubai,0.9,60.0,142,6.0,0.2,2.7,14.8,5.7
ajman,70.8,74.1,32,94.2,2.0,34.98,7.4,4.4
dubai,61.1,20.5,166,76.4,2.6,35.03,6.7,4.3
ajman,55.3,15.7,161,117.9,3.8,63.23,37.8,23.5
al ain,78.6,27.7,86,19.1,0.6,9.56,11.9,4.1
ras al khaimah,99.2,51.1,6,91.3,2.7,36.17,18.5,6.6
abu dhabi,4.7,41.7,93,33.8,1.0,13.51,12.1,8.1
abu dhabi,61.5,88.8,74,79.6,1.7,33.23,7.6,4.2
ras al khaimah,71.7,1.3,152,28.0,0.7,10.17,0.2,0.1
ras al khaimah,30.6,8.0,48,137.3,3.4,51.25,28.9,15.6
abu dhabi,89.3,32.5,4,31.6,1.0,15.47,46.1,27.3
dubai,45.7,16.8,196,88.4,2.6,40.52,4.2,2.4
sharjah,16.4,40.7,49,5.8,0.2,2.81,10.3,4.6
ajman,85.4,71.8,16,27.7,0.7,13.54,53.3,29.2
sharjah,94.3,99.3,171,77.4,2.5,28.89,54.8,18.4
al ain,10.0,20.2,144,10.9,0.3,5.78,57.7,38.4
ras al khaimah,75.2,26.6,54,83.7,2.7,44.74,37.7,23.4
ras al khaimah,21.5,76.9,96,31.7,0.8,11.61,0.9,0.6
dubai,0.7,27.2,137,110.3,3.0,41.05,7.7,3.1
al ain,26.1,70.4,163,130.9,3.7,66.44,13.2,5.2
ras al khaimah,85.5,58.3,75,115.0,2.6,53.99,21.1,11.1
sharjah,14.1,85.5,43,14.2,0.4,7.65,21.0,9.5
ajman,13.1,3.3,3,77.0,2.1,31.14,10.7,4.1
ras al khaimah,73.9,98.0,171,21.1,0.6,10.62,10.6,6.6
al ain,40.6,96.4,163,64.3,1.7,29.22,57.3,19.2
ajman,14.8,2.2,190,126.7,2.8,58.27,5.4,1.7
dubai,23.0,50.0,149,11.0,0.3,4.37,1.1,0.7
ajman,79.5,40.1,43,41.5,1.2,19.47,1.5,0.6
ras al khaimah,62.3,25.4,48,124.9,3.7,54.2,33.5,21.8
dubai,76.1,97.8,49,63.9,2.1,25.54,13.3,7.0
ras al khaimah,9.8,17.5,92,39.1,0.9,19.97,28.8,15.6
abu dhabi,45.8,26.4,192,142.7,4.1,56.87,27.9,8.6
al ain,79.7,0.8,138,27.6,0.7,11.43,54.2,25.8
ajman,26.6,58.0,87,119.3,3.6,44.81,9.7,6.5
abu dhabi,16.9,86.1,147,30.8,1.0,14.84,18.7,11.2
dubai,38.2,62.2,167,144.6,3.9,59.44,40.8,16.4
dubai,33.3,65.2,81,119.0,3.9,63.36,31.7,10.0
ras al khaimah,18.5,6.6,168,45.1,0.9,22.26,35.0,12.5
sharjah,95.4,71.5,4,147.6,5.0,77.08,28.0,17.3
al ain,48.3,40.9,62,21.6,0.7,8.54,49.2,24.5
abu dhabi,60.8,47.4,34,129.6,2.9,61.58,7.2,3.6
al ain,12.1,58.5,36,106.4,3.2,55.15,57.2,36.8
al ain,61.0,97.5,41,30.2,0.8,16.1,10.9,5.3
dubai,55.5,74.8,73,84.2,2.9,40.17,11.2,5.4
ajman,93.2,68.4,145,6.7,0.2,3.55,13.9,4.5
al ain,41.2,43.2,118,88.1,2.6,34.06,44.5,27.4
abu dhabi,78.2,3.4,88,89.4,2.5,32.84,35.9,17.2
dubai,30.4,53.9,99,64.2,1.5,28.49,6.2,4.2
al ain,57.9,66.1,37,124.5,4.0,51.93,52.4,20.4
sharjah,92.7,70.4,147,140.0,4.4,73.74,59.3,22.3
dubai,62.5,60.8,151,82.4,2.3,29.9,29.9,9.0
al ain,71.1,30.0,110,102.7,3.5,42.83,1.4,0.8
ras al khaimah,87.6,22.1,163,26.1,0.9,11.04,30.7,15.8
dubai,92.5,9.0,161,149.7,4.8,73.1,34.8,14.4
abu dhabi,20.8,70.3,161,129.4,2.9,46.63,11.8,5.1
dubai,19.6,97.1,21,142.6,4.8,73.15,2.1,0.9
al ain,55.0,52.5,18,117.8,2.9,62.22,29.2,13.2
dubai,99.6,67.3,88,51.8,1.5,23.16,52.4,22.1
ras al khaimah,49.0,69.3,12,37.1,1.3,14.08,14.9,7.1
ajman,33.1,16.1,4,79.1,1.9,29.2,22.2,14.2
ajman,53.7,19.2,27,17.0,0.4,6.91,54.3,27.8
ras al khaimah,6.4,20.8,25,85.0,2.8,32.66,36.6,22.4
al ain,17.7,93.3,65,58.6,1.2,26.4,34.2,18.1
dubai,14.9,1.6,66,110.6,2.5,47.98,19.7,8.1
dubai,2.8,54.1,164,95.7,2.4,37.76,57.7,39.7
dubai,72.2,37.7,180,40.7,1.3,20.76,41.9,15.7
ras al khaimah,32.5,65.9,34,111.3,3.0,52.09,6.1,4.1
ajman,16.9,22.0,76,50.1,1.3,23.68,2.8,1.9
dubai,51.2,96.1,102,41.0,1.4,19.8,37.0,13.8
abu dhabi,32.3,33.1,55,65.7,2.1,33.88,16.1,5.9
ajman,39.3,92.6,66,27.9,0.8,13.43,6.5,2.7
ras al khaimah,31.6,58.9,134,52.1,1.3,20.0,43.9,23.8
sharjah,0.4,41.4,85,42.7,1.4,18.32,51.9,24.5
al ain,68.8,73.4,140,8.2,0.2,3.72,27.0,17.3
al ain,11.1,55.3,15,48.6,1.7,19.12,18.2,12.6
ras al khaimah,21.9,13.9,96,72.7,1.7,38.48,8.2,3.9
sharjah,19.0,70.4,62,125.3,4.0,50.8,40.7,12.4
al ain,33.1,57.9,58,31.2,1.1,15.57,0.8,0.6
ras al khaimah,16.0,56.6,94,52.5,1.2,27.89,40.9,19.2
ajman,34.7,73.8,61,9.3,0.2,3.81,57.4,28.8
sharjah,24.3,65.3,151,15.9,0.3,7.03,23.4,12.9
ras al khaimah,6.1,36.6,37,56.6,1.4,22.91,43.6,26.4
ajman,87.1,31.8,178,77.5,2.1,39.37,3.4,1.7
abu dhabi,30.6,25.1,73,113.5,2.4,57.11,20.5,6.5
al ain,9.5,57.5,105,115.7,2.6,60.26,27.4,15.0
dubai,52.2,30.0,34,137.5,3.6,51.05,38.7,18.6
ras al khaimah,12.3,12.0,183,136.6,3.1,67.37,18.0,9.3
ajman,77.3,78.3,128,19.7,0.6,9.15,38.9,15.9
ajman,6.2,20.9,154,21.2,0.5,9.25,43.4,13.1
dubai,46.5,16.5,179,77.0,1.6,40.05,9.3,3.3
sharjah,94.4,84.9,199,90.5,2.0,46.71,50.6,26.9
al ain,15.9,70.2,51,91.7,2.3,44.56,41.1,22.9
abu dhabi,20.1,76.6,66,75.5,1.7,29.52,59.4,20.8
ras al khaimah,60.0,35.0,49,147.3,3.4,59.91,46.6,22.1
al ain,98.0,61.7,100,78.8,1.8,30.58,45.7,25.2
al ain,38.6,93.2,179,140.6,3.7,57.1,1.1,0.5
ajman,64.9,28.3,147,148.3,4.1,74.03,25.3,14.7
abu dhabi,15.2,6.9,114,69.4,2.0,29.15,18.5,12.5
ras al khaimah,64.1,17.1,95,24.4,0.8,10.03,46.4,20.0
sharjah,25.3,89.7,146,52.3,1.6,21.17,39.5,24.4
ajman,61.3,28.2,93,57.0,1.3,21.04,30.7,12.1
ras al khaimah,8.9,49.1,177,133.8,3.6,56.36,21.8,11.6
ras al khaimah,52.5,53.5,112,144.4,4.5,54.44,6.0,3.9
abu dhabi,23.7,96.0,133,29.6,0.8,13.65,18.8,12.2
ras al khaimah,68.2,30.1,136,7.9,0.2,3.11,36.2,16.9
ajman,74.8,52.1,148,125.4,4.0,51.28,17.7,11.2
al ain,84.8,95.8,96,86.0,2.0,38.36,7.0,3.4
ajman,99.2,20.1,78,113.9,2.9,48.82,0.9,0.5
al ain,45.9,59.8,83,53.1,1.6,22.19,54.5,27.9
al ain,67.1,6.4,187,28.0,1.0,14.9,13.4,7.0
al ain,1.8,26.3,22,43.4,1.4,16.08,56.0,18.3
ras al khaimah,90.5,6.9,141,12.0,0.4,6.22,1.4,0.9
ajman,61.6,33.0,192,60.9,1.6,32.1,25.6,10.8
dubai,42.1,20.6,15,19.4,0.5,10.36,29.7,10.2
sharjah,43.4,79.8,123,72.2,1.6,37.2,23.7,10.5
sharjah,75.8,46.3,119,120.9,3.3,61.15,5.9,2.0
ras al khaimah,83.3,40.5,67,11.9,0.4,4.79,52.6,16.3
